km,potencia,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,antiguedad,color_int,serie_int,tipo_coche_convertible,tipo_coche_coupe,tipo_coche_estate,tipo_coche_hatchback,tipo_coche_sedan,tipo_coche_sin tipo,tipo_coche_subcompact,tipo_coche_suv,tipo_coche_van
0.24033603360336034,0.1512605042016807,1,0,0,1,0,0,1,1,5500.0,0.32092004381161016,1.0,0.0,0,0,0,0,0,1,0,0,0
0.12405240524052406,0.165266106442577,1,0,0,0,0,1,1,0,6300.0,0.45135915563078766,0.0,0.5714285714285714,1,0,0,0,0,0,0,0,0
0.02397839783978398,0.5714285714285714,1,0,0,0,0,0,1,0,6800.0,0.12406651398984368,1.0,0.8571428571428571,0,0,0,0,0,1,0,0,0
0.016792679267926793,0.12324929971988796,1,1,0,0,1,0,1,1,24200.0,0.06342726277008863,0.0,0.14285714285714285,1,0,0,0,0,0,0,0,0
0.19373537353735373,0.1512605042016807,1,1,0,0,1,0,1,0,11800.0,0.34222841780344526,1.0,0.2857142857142857,1,0,0,0,0,0,0,0,0
0.036223622362236224,0.1512605042016807,1,1,0,1,1,0,1,1,34300.0,0.12097978691626012,0.0,0.42857142857142855,1,0,0,0,0,0,0,0,0
0.27045804580458044,0.47619047619047616,1,0,0,0,0,1,1,1,12100.0,0.06940157323508912,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.14202120212021202,0.31932773109243695,1,1,0,0,1,0,1,1,15800.0,0.15124962660559593,1.0,0.2857142857142857,1,0,0,0,0,0,0,0,0
0.22281528152815283,0.1512605042016807,1,1,0,0,0,0,1,1,8000.0,0.06342726277008863,1.0,0.0,1,0,0,0,0,0,0,0,0
0.15834483448344835,0.17927170868347336,1,0,0,1,1,1,1,0,9000.0,0.06342726277008863,0.0,0.0,1,0,0,0,0,0,0,0,0
0.012656265626562656,0.12324929971988796,0,1,0,0,1,0,1,1,24300.0,0.06342726277008863,1.0,0.14285714285714285,0,0,0,0,0,1,0,0,0
0.18664666466646665,0.1092436974789916,1,0,0,0,0,1,1,0,2600.0,0.5937468883799661,0.0,0.2857142857142857,1,0,0,0,0,0,0,0,0
0.020522052205220524,0.19327731092436973,1,0,0,1,1,0,1,0,21400.0,0.12107935875734345,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.04975097509750975,0.19327731092436973,0,0,0,0,0,0,0,1,26200.0,0.12097978691626012,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.14671867186718673,0.09523809523809523,1,1,1,0,0,0,1,1,8400.0,0.20282784028676693,0.0,0.0,0,1,0,0,0,0,0,0,0
0.051147114711471146,0.1092436974789916,0,1,0,0,1,0,1,0,17100.0,0.06342726277008863,1.0,0.14285714285714285,0,0,0,0,0,1,0,0,0
0.10396739673967398,0.1512605042016807,1,0,0,1,1,0,1,0,7500.0,0.3543761824156129,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.07686568656865687,0.19327731092436973,0,0,0,0,1,0,1,0,23800.0,0.14208901722592854,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.05485848584858486,0.19327731092436973,0,0,0,0,0,0,0,0,26500.0,0.13014039629592755,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.013566356635663567,0.2072829131652661,1,1,0,0,1,1,1,0,27700.0,0.05745295230508812,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.3287298729872987,0.12324929971988796,1,0,0,1,0,0,1,1,2300.0,0.490789604699791,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.03360936093609361,0.4873949579831933,0,1,1,0,1,1,1,1,30200.0,0.12406651398984368,1.0,0.14285714285714285,0,1,0,0,0,0,0,0,0
0.1811861186118612,0.19327731092436973,1,1,0,1,1,0,1,1,19000.0,0.1121178930598427,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.025588558855885592,0.4453781512605042,1,1,0,1,1,1,1,1,30500.0,0.12107935875734345,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.05577957795779578,0.26330532212885155,0,0,0,0,0,0,0,1,28600.0,0.12406651398984368,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.04506450645064507,0.5154061624649859,1,1,1,1,1,1,1,1,38900.0,0.12107935875734345,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.06083008300830083,0.19327731092436973,1,1,0,1,1,0,1,1,27700.0,0.12097978691626012,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.19695069506950696,0.4593837535014006,1,1,1,0,1,1,1,1,32100.0,0.18450662152743208,1.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.029451945194519453,0.680672268907563,1,1,0,0,1,1,1,1,47000.0,0.06940157323508912,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.06693369336933694,0.4593837535014006,1,1,1,1,1,1,1,1,55200.0,0.05755252414617147,0.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.19915791579157918,0.1512605042016807,1,1,1,1,1,1,1,0,16100.0,0.13322712336951115,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.027312731273127316,0.2072829131652661,0,1,0,0,0,1,1,0,26200.0,0.06661356168475556,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0
0.07969696969696971,0.19327731092436973,0,0,0,1,0,0,0,0,19500.0,0.099671412924425,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.1700910091009101,0.680672268907563,1,1,0,0,1,0,1,1,28000.0,0.06940157323508912,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.041605160516051606,0.19327731092436973,0,0,0,1,1,1,1,0,22400.0,0.12097978691626012,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.09206020602060207,0.4593837535014006,1,1,1,0,0,0,1,1,32000.0,0.19675395798068307,1.0,0.8571428571428571,0,0,0,0,0,1,0,0,0
0.023475347534753478,0.09523809523809523,0,1,0,0,1,0,1,0,26400.0,0.06342726277008863,1.0,0.14285714285714285,0,1,0,0,0,0,0,0,0
0.17485248524852487,0.17927170868347336,1,0,0,1,1,0,1,1,8600.0,0.12406651398984368,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.09733973397339735,0.4593837535014006,1,1,0,1,1,1,1,1,31500.0,0.07248830030867272,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.1408840884088409,0.4593837535014006,1,1,1,0,1,1,1,1,39900.0,0.19366723090709947,1.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.21964696469646966,0.17927170868347336,0,0,0,0,1,0,1,0,8900.0,0.23319725181718615,0.0,0.0,0,0,0,0,0,1,0,0,0
0.06391639163916392,0.19327731092436973,0,0,0,1,1,1,1,1,23800.0,0.12097978691626012,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.15192219221922193,0.19327731092436973,1,0,0,0,1,1,1,1,16900.0,0.12097978691626012,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.06926692669266928,0.4873949579831933,1,1,1,0,1,1,1,0,30000.0,0.12406651398984368,1.0,0.14285714285714285,0,0,0,0,0,1,0,0,0
0.20235623562356236,0.17927170868347336,0,0,0,0,1,0,1,1,8200.0,0.12406651398984368,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.0692989298929893,0.4593837535014006,1,1,1,0,1,0,1,1,36900.0,0.20581499551926719,0.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.21984198419841985,0.17927170868347336,0,0,0,0,1,0,1,0,7500.0,0.06342726277008863,0.0,0.0,0,0,0,0,0,1,0,0,0
0.12550155015501552,0.19327731092436973,0,1,0,1,1,1,1,0,23400.0,0.12097978691626012,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.19287328732873288,0.1512605042016807,1,1,0,0,1,0,1,1,23000.0,0.111918749377676,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.011927192719271928,0.2913165266106443,1,1,0,0,0,0,0,1,95200.0,0.12406651398984368,1.0,1.0,0,1,0,0,0,0,0,0,0
0.14666866686668667,0.19327731092436973,0,1,0,1,1,0,1,1,23200.0,0.12097978691626012,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.0957935793579358,0.19327731092436973,0,1,0,1,1,1,1,0,25300.0,0.12994125261376083,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.09881688168816882,0.680672268907563,0,0,0,0,1,0,1,1,28600.0,0.06940157323508912,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.04795979597959796,0.19327731092436973,1,1,0,1,1,1,1,1,27000.0,0.12097978691626012,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.17040304030403042,0.2913165266106443,1,0,0,0,1,1,1,1,9200.0,0.3696106741013642,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.0996879687968797,0.19327731092436973,1,1,0,1,1,0,1,1,22500.0,0.1271532410634273,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.038755875587558754,0.19327731092436973,0,1,0,1,1,0,1,1,14600.0,0.12406651398984368,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.0902960296029603,0.4593837535014006,0,1,1,0,0,1,0,1,26100.0,0.12107935875734345,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.1878777877787779,0.17927170868347336,0,0,0,1,1,0,1,1,8700.0,0.12406651398984368,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.03714671467146714,0.4873949579831933,1,0,0,0,1,1,1,1,27700.0,0.12406651398984368,0.0,0.14285714285714285,0,0,0,0,0,1,0,0,0
0.10690969096909692,0.19327731092436973,1,1,0,0,1,1,1,0,23800.0,0.11799263168375985,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.08683668366836685,0.4453781512605042,1,1,1,0,1,1,1,1,23500.0,0.15124962660559593,0.0,0.0,0,1,0,0,0,0,0,0,0
0.03347434743474347,0.19327731092436973,0,1,0,1,1,1,1,1,28000.0,0.12097978691626012,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.060959095909590956,0.19327731092436973,1,1,0,1,1,0,1,1,26800.0,0.09379667430050782,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.1494819481948195,0.3473389355742297,1,1,1,0,1,1,1,1,10500.0,0.12406651398984368,0.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.03566656665666566,0.4593837535014006,1,1,0,0,1,0,1,1,32100.0,0.18450662152743208,0.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.04088108810881088,0.19327731092436973,0,0,0,1,1,1,1,0,22000.0,0.12097978691626012,0.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.12063606360636064,0.4593837535014006,1,1,1,1,1,1,1,1,28600.0,0.12705366922234396,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.08007200720072008,0.1512605042016807,0,1,0,1,1,0,1,1,21800.0,0.12406651398984368,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.12622162216221622,0.4593837535014006,1,1,1,0,1,1,1,1,36500.0,0.18450662152743208,0.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.01215921592159216,0.21288515406162467,1,1,0,1,1,0,1,1,17800.0,0.12097978691626012,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.04743074307430743,0.2072829131652661,1,1,0,1,1,1,1,1,30700.0,0.0633276909290053,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.06295129512951296,0.4593837535014006,1,1,1,1,1,1,1,1,45800.0,0.05755252414617147,1.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.07041104110411042,0.3473389355742297,0,1,0,0,0,1,1,1,28700.0,0.12406651398984368,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.16186718671867187,0.3473389355742297,1,1,0,1,1,1,1,1,23300.0,0.06661356168475556,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.044827482748274826,0.1512605042016807,1,1,0,0,1,0,1,1,27600.0,0.12097978691626012,1.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.2683308330833083,0.4453781512605042,1,1,1,0,1,1,1,0,12900.0,0.2543064821268546,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.06115011501150115,0.1512605042016807,0,1,0,1,1,1,1,1,26800.0,0.12097978691626012,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.11566956695669568,0.19327731092436973,0,1,0,1,1,1,1,1,21800.0,0.12097978691626012,1.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.04623462346234623,0.1512605042016807,1,1,0,1,1,1,1,1,24100.0,0.12097978691626012,1.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.25976697669766974,0.1512605042016807,1,1,0,0,1,1,1,1,8500.0,0.12406651398984368,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.14339133913391341,0.1512605042016807,1,1,1,1,1,1,1,0,17000.0,0.14517574429951213,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.06453845384538455,0.2072829131652661,1,0,1,0,1,1,1,0,24200.0,0.09688340137409142,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.1886798679867987,0.17927170868347336,0,0,0,1,1,0,1,1,8700.0,0.12406651398984368,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.14023202320232026,0.1512605042016807,1,1,0,0,1,0,1,0,18300.0,0.15124962660559593,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.20190719071907193,0.1512605042016807,1,0,0,1,1,0,1,0,7600.0,0.12406651398984368,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.22104610461046106,0.24929971988795518,1,1,1,0,1,0,1,1,9300.0,0.3058846958080256,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.047404740474047406,0.1512605042016807,1,1,0,0,1,1,1,1,25000.0,0.12097978691626012,1.0,0.42857142857142855,0,0,0,0,0,1,0,0,0
0.22415941594159416,0.17927170868347336,0,0,0,1,1,0,1,0,8900.0,0.12406651398984368,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.27454345434543453,0.40336134453781514,1,1,0,1,1,1,1,1,19000.0,0.21487603305785125,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.09146414641464147,0.19327731092436973,0,0,0,1,1,0,1,0,12500.0,0.12406651398984368,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.023412341234123415,0.12324929971988796,0,1,0,0,1,0,1,0,16700.0,0.06342726277008863,0.0,0.14285714285714285,0,0,0,0,0,1,0,0,0
0.14000200020002002,0.1092436974789916,0,0,0,0,0,1,1,0,8900.0,0.13910186199342828,1.0,0.0,0,1,0,0,0,0,0,0,0
0.04994999499949995,0.09523809523809523,1,1,0,0,0,1,1,0,17100.0,0.06342726277008863,1.0,0.14285714285714285,0,0,0,0,0,1,0,0,0
0.1360826082608261,0.4593837535014006,1,1,1,0,1,1,1,1,29200.0,0.18450662152743208,0.0,0.8571428571428571,0,1,0,0,0,0,0,0,0
0.16951095109510952,0.680672268907563,1,1,0,0,1,0,1,1,35700.0,0.24843174350293745,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.12252725272527254,0.2913165266106443,1,1,1,0,1,0,1,0,11300.0,0.005775166782833817,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.10171217121712171,0.1512605042016807,1,0,0,1,1,0,1,1,10700.0,0.3027979687344419,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.20235523552355236,0.1512605042016807,1,0,0,1,1,0,1,0,7700.0,0.36951110226028083,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.16926292629262926,0.22128851540616246,1,0,0,0,1,0,1,0,8300.0,0.3513890271831127,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.1288748874887489,0.19327731092436973,1,1,0,1,1,0,1,1,12800.0,0.12406651398984368,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.1864926492649265,0.1512605042016807,1,1,0,1,0,1,1,0,2700.0,0.612068107139301,1.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.03399039903990399,0.1092436974789916,0,0,1,0,0,1,1,1,23800.0,0.06342726277008863,0.0,0.14285714285714285,0,1,0,0,0,0,0,0,0
0.11035303530353036,0.19327731092436973,1,1,1,1,0,0,1,1,15000.0,0.12406651398984368,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.20005400540054005,0.19327731092436973,1,1,0,1,1,0,1,1,10900.0,0.2604799362740218,0.0,0.2857142857142857,0,1,0,0,0,0,0,0,0
0.16133413341334135,0.3473389355742297,1,1,0,1,1,1,1,1,23100.0,0.06661356168475556,0.0,0.42857142857142855,0,1,0,0,0,0,0,0,0
0.2273787378737874,0.1512605042016807,1,0,0,0,0,0,1,0,5400.0,0.3332669521059445,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.1077797779777978,0.09523809523809523,1,1,1,1,0,0,1,0,11700.0,0.15453549736134625,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.22056405640564059,0.19327731092436973,1,1,0,1,1,0,1,1,16500.0,0.1090311659862591,0.0,0.7142857142857142,0,0,0,0,0,1,0,0,0
0.1011921192119212,0.09523809523809523,0,1,0,0,0,0,1,0,11400.0,0.16041023598526338,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.16272127212721274,0.1512605042016807,0,0,0,0,0,0,1,0,8200.0,0.19087921935676594,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.14271827182718272,0.19327731092436973,0,1,0,1,1,0,1,0,13100.0,0.12406651398984368,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.14584858485848587,0.05322128851540617,0,0,0,0,0,0,1,0,7600.0,0.19984068505426666,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.1070947094709471,0.3473389355742297,0,0,0,0,0,0,0,1,14500.0,0.15124962660559593,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.07795679567956797,0.09523809523809523,0,1,0,1,0,0,1,0,12700.0,0.16339739121776364,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.09461146114611461,0.2072829131652661,0,0,0,0,0,0,0,1,21300.0,0.09668425769192475,0.0,0.7142857142857142,0,0,0,0,0,1,0,0,0
0.24597259725972598,0.1512605042016807,1,1,0,0,0,0,1,0,6000.0,0.13910186199342828,0.0,0.7142857142857142,0,0,1,0,0,0,0,0,0
0.20349434943494352,0.1092436974789916,0,1,0,0,0,0,1,1,7900.0,0.11799263168375985,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.15754175417541755,0.05322128851540617,0,1,0,0,0,0,1,0,8900.0,0.11799263168375985,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.19301930193019304,0.1092436974789916,0,0,0,0,0,0,0,0,6500.0,0.16041023598526338,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.13465646564656467,0.05322128851540617,0,1,0,0,0,0,1,1,10900.0,0.16041023598526338,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.19914691469146917,0.1512605042016807,1,1,1,0,1,0,1,1,13100.0,0.13910186199342828,1.0,0.7142857142857142,0,0,1,0,0,0,0,0,0
0.04067006700670067,0.1092436974789916,0,0,0,0,0,0,0,1,18200.0,0.08164890968834014,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.04626662666266627,0.05322128851540617,0,1,0,0,0,0,0,0,14400.0,0.10604401075375884,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.15616661666166617,0.05322128851540617,0,1,0,0,0,0,1,0,9000.0,0.17265757243851443,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.17463746374637465,0.26330532212885155,0,0,0,1,0,0,0,1,6500.0,0.19068007567459927,0.0,0.7142857142857142,0,0,1,0,0,0,0,0,0
0.15504250425042504,0.19327731092436973,0,1,0,1,0,0,1,1,12200.0,0.12406651398984368,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.13363136313631363,0.26330532212885155,0,0,0,1,0,0,0,1,15800.0,0.19068007567459927,0.0,0.7142857142857142,0,0,0,0,0,1,0,0,0
0.15642464246424642,0.09523809523809523,0,0,0,1,0,0,1,0,10200.0,0.16041023598526338,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.18059405940594062,0.1512605042016807,0,1,0,1,0,0,1,1,11500.0,0.12406651398984368,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.14606660666066607,0.2072829131652661,1,1,1,1,0,0,1,1,18600.0,0.1271532410634273,0.0,0.7142857142857142,0,0,0,0,0,1,0,0,0
0.18294529452945296,0.19327731092436973,0,1,0,1,0,0,1,1,11400.0,0.12406651398984368,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.1303890389038904,0.05322128851540617,0,0,0,0,0,0,0,1,7700.0,0.16041023598526338,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.1322832283228323,0.19327731092436973,0,0,0,1,0,0,0,1,11900.0,0.12406651398984368,0.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.09028002800280029,0.26330532212885155,0,0,0,0,0,0,0,0,11200.0,0.21188887782535104,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.14471747174717473,0.05322128851540617,0,1,0,0,0,0,1,0,9400.0,0.16041023598526338,1.0,0.2857142857142857,0,0,0,0,0,1,0,0,0
0.08670367036703672,0.19327731092436973,0,0,0,1,0,0,0,1,18900.0,0.12406651398984368,1.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.10974697469746976,0.19327731092436973,0,0,0,1,0,0,0,1,9000.0,0.1573235089116798,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.011442144214421442,0.12324929971988796,0,0,0,0,0,0,0,1,23400.0,0.16041023598526338,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
0.012033203320332033,0.12324929971988796,0,0,0,1,0,0,0,1,23700.0,0.16041023598526338,0.0,0.2857142857142857,0,0,1,0,0,0,0,0,0
